,location,location_id,direction,position,ons,offs,total,lifts,period
4033,SE 52nd & Boise,7669,N,NS,10,5,15,2,Fall2018
4036,SE 52nd & Clinton,7672,N,FS,17,4,21,2,Fall2018
4037,SE 52nd & Clinton,7673,S,FS,40,9,49,1,Fall2018
4038,SE 52nd & Cooper,7675,N,FS,15,2,17,0,Fall2018
4039,SE 52nd & Cooper,7676,S,NS,4,13,17,1,Fall2018
4040,SE 52nd & Division,7678,N,NS,44,60,104,19,Fall2018
4041,SE 52nd & Division,7679,S,FS,61,45,106,12,Fall2018
4042,SE 52nd & Duke,7680,N,NS,16,4,20,2,Fall2018
4043,SE 52nd & Duke,7682,S,NS,4,12,16,2,Fall2018
4044,SE 52nd & Foster,7683,N,NS,20,53,73,25,Fall2018
4034,SE 52nd & Bush,7684,S,FS,46,33,79,14,Fall2018
4045,SE 52nd & Franklin,7685,N,FS,12,2,14,1,Fall2018
4046,SE 52nd & Franklin,7687,S,FS,7,14,21,0,Fall2018
4047,SE 52nd & Gladstone,7688,S,NS,5,12,17,1,Fall2018
4048,SE 52nd & Harold,7690,N,NS,16,26,42,1,Fall2018
4049,SE 52nd & Harold,7691,S,NS,7,10,17,0,Fall2018
4050,SE 52nd & Holgate,7692,N,NS,37,47,84,18,Fall2018
4051,SE 52nd & Holgate,7693,S,NS,51,58,109,9,Fall2018
4052,SE 52nd & Lincoln,7695,N,NS,22,8,30,0,Fall2018
4053,SE 52nd & Lincoln,7696,S,FS,8,19,27,4,Fall2018
5863,SW 52nd & Maplewood School,7698,N,AT,5,5,10,0,Fall2018
5864,SW 52nd & Nevada Ct,7700,N,NS,5,3,8,0,Fall2018
4054,SE 52nd & Ogden,7702,N,NS,19,4,23,0,Fall2018
4055,SE 52nd & Ogden,7703,S,FS,6,26,32,0,Fall2018
4056,SE 52nd & Powell,7704,N,NS,76,101,177,21,Fall2018
4057,SE 52nd & Powell,7706,S,FS,104,74,178,19,Fall2018
4058,SE 52nd & Reedway,7708,N,NS,5,3,8,0,Fall2018
4059,SE 52nd & Reedway,7709,S,NS,1,6,7,0,Fall2018
4060,SE 52nd & Schiller,7711,S,OP,4,10,14,1,Fall2018
4061,SE 52nd & Schiller,7713,N,NS,12,4,16,0,Fall2018
4062,SE 52nd & Steele,7714,N,NS,21,12,33,0,Fall2018
4063,SE 52nd & Steele,7716,S,FS,28,33,61,2,Fall2018
4035,SE 52nd & Carlton,7718,S,NS,84,95,179,42,Fall2018
4065,SE 52nd & Tolman,7719,N,NS,72,49,121,30,Fall2018
4066,SE 52nd & Woodstock,7721,N,FS,45,28,73,12,Fall2018
4064,SE 52nd & Taggart Ct,7722,N,NS,83,100,183,2,Fall2018
4068,SE 52nd & Woodward,7723,S,FS,91,82,173,3,Fall2018
5865,SW 55th & Texas,7728,N,NS,3,2,5,0,Fall2018
5866,SW 55th & Vermont,7729,N,NS,2,1,3,0,Fall2018
2105,NE 57th & Fremont,7732,N,NS,7,30,37,12,Fall2018
2106,NE 57th & Fremont,7733,S,FS,26,11,37,8,Fall2018
2107,NE 57th & Hancock,7734,N,NS,5,9,14,1,Fall2018
2108,NE 57th & Hancock,7735,S,NS,12,2,14,0,Fall2018
2109,NE 57th & Sandy,7737,N,FS,38,47,85,33,Fall2018
2110,NE 57th & Sandy,7738,S,NS,40,40,80,25,Fall2018
2111,NE 57th & Siskiyou,7740,N,NS,2,12,14,0,Fall2018
2112,NE 57th & Siskiyou,7741,S,NS,9,2,11,0,Fall2018
2113,NE 57th & Thompson,7743,N,FS,3,14,17,0,Fall2018
2120,NE 57th & Thompson,7744,S,NS,18,4,22,1,Fall2018
407,29900 Block SE Eagle Creek Rd,7745,N,AT,2,0,2,0,Fall2018
5900,SW 6th & Alder,7747,N,NS,500,1004,1504,291,Fall2018
5901,SW 6th & Broadway,7749,N,NS,14,62,76,9,Fall2018
2134,NE 6th & N Broadway,7750,W,NS,24,1,25,1,Fall2018
5916,SW 6th & W Burnside,7751,N,NS,610,745,1355,261,Fall2018
5902,SW 6th & Clay,7756,N,NS,144,289,433,46,Fall2018
3251,NW Broadway & Davis,7759,N,NS,106,94,200,70,Fall2018
7479,Union Station/NW 6th & Hoyt MAX Stn,7763,N,AT,960,884,1844,0,Fall2018
5905,SW 6th & Jefferson,7765,N,NS,209,467,676,84,Fall2018
5907,SW 6th & Main,7767,N,NS,283,508,791,128,Fall2018
2133,NE 6th & Main,7770,E,NS,1,24,25,0,Fall2018
5908,SW 6th & Market,7772,N,NS,421,668,1089,90,Fall2018
5909,SW 6th & Mill,7773,N,NS,318,579,897,137,Fall2018
3611,PSU Urban Center/SW 6th & Montgomery MAX Stn,7774,N,OP,2103,585,2688,0,Fall2018
3645,Pioneer Courthouse/SW 6th Ave MAX Stn,7777,N,NS,2303,2535,4838,0,Fall2018
5910,SW 6th & Oak,7782,N,NS,250,410,660,90,Fall2018
5911,SW 6th & Pine MAX Station,7787,N,OP,1412,992,2404,0,Fall2018
5912,SW 6th & Salmon,7789,N,NS,197,604,801,88,Fall2018
5913,SW 6th & Sheridan,7793,N,FS,46,45,91,13,Fall2018
5914,SW 6th & Sheridan,7794,S,OP,35,55,90,25,Fall2018
5904,SW 6th & Harvey Milk (Stark),7797,N,NS,191,312,503,59,Fall2018
5915,SW 6th & Taylor,7800,N,NS,290,673,963,121,Fall2018
5917,SW 6th & Washington,7803,N,NS,264,433,697,69,Fall2018
5918,SW 6th & Yamhill,7807,N,NS,498,881,1379,149,Fall2018
4069,SE 60th & Belmont,7812,N,FS,38,85,123,15,Fall2018
4070,SE 60th & Belmont,7813,S,NS,62,45,107,9,Fall2018
4071,SE 60th & E Burnside,7814,S,FS,104,46,150,15,Fall2018
4072,SE 60th & E Burnside,7815,N,NS,40,103,143,21,Fall2018
2124,NE 60th & Everett,7816,N,OP,3,6,9,0,Fall2018
2125,NE 60th & Everett,7817,S,NS,13,3,16,0,Fall2018
2126,NE 60th & Glisan,7818,N,NS,20,48,68,22,Fall2018
2127,NE 60th & Glisan,7819,S,NS,53,21,74,27,Fall2018
2128,NE 60th & Halsey,7820,N,NS,11,34,45,6,Fall2018
2129,NE 60th & Hassalo,7821,N,FS,3,5,8,1,Fall2018
4074,SE 60th & Hawthorne,7823,N,OP,6,5,11,2,Fall2018
4081,SE 60th & Hawthorne,7824,S,NS,5,9,14,1,Fall2018
2122,NE 60th & 60th Ave MAX Stn/I-84,7827,N,AT,146,216,362,58,Fall2018
2123,NE 60th & 60th Ave MAX Stn/I-84,7828,S,AT,211,168,379,51,Fall2018
4082,SE 60th & Salmon,7830,N,NS,4,5,9,0,Fall2018
4083,SE 60th & Salmon,7831,S,OP,5,6,11,0,Fall2018
4084,SE 60th & Stark,7832,N,NS,10,13,23,2,Fall2018
4085,SE 60th & Stark,7833,S,NS,10,8,18,0,Fall2018
4086,SE 60th & Stephens,7835,S,OP,2,15,17,2,Fall2018
2130,NE 60th & Wasco,7837,S,NS,22,4,26,2,Fall2018
5892,SW 65th & Borland,7839,N,NS,0,25,25,0,Fall2018
5895,SW 68th & Baylor,7844,N,NS,1,4,5,0,Fall2018
5896,SW 68th & Clinton,7846,S,FS,2,2,4,1,Fall2018
5897,SW 68th & Franklin,7847,N,NS,4,22,26,1,Fall2018
5898,SW 68th & Franklin,7848,S,NS,8,5,13,0,Fall2018
5899,SW 68th & Freeway Entrance/Dartmouth,7849,N,FS,1,5,6,0,Fall2018
4087,SE 69th & Yamhill,7853,S,NS,4,32,36,0,Fall2018
4099,SE 7th & Clay,7855,S,NS,26,25,51,5,Fall2018
4100,SE 7th & Clay,7856,N,FS,17,38,55,2,Fall2018
4101,SE 7th & Grant,7857,S,NS,4,6,10,4,Fall2018
4102,SE 7th & Grant,7858,N,FS,12,13,25,0,Fall2018
4103,SE 7th & Harrison,7859,S,FS,43,62,105,10,Fall2018
4104,SE 7th & Harrison,7860,N,FS,40,36,76,9,Fall2018
205,16500 Block SW 72nd,7865,N,OP,1,0,1,0,Fall2018
212,16500 Block SW 72nd,7866,S,AT,0,2,2,0,Fall2018
5919,SW 72nd & Bonita,7867,N,NS,2,0,2,0,Fall2018
5920,SW 72nd & Bonita,7868,S,NS,0,1,1,0,Fall2018
4092,SE 72nd & Luther,7874,S,OP,9,12,21,10,Fall2018
4089,SE 72nd & Flavel,7875,S,FS,16,62,78,16,Fall2018
5925,SW 72nd & Hunziker,7876,S,FS,8,12,20,16,Fall2018
5926,SW 72nd & Kable,7877,N,OP,1,1,2,0,Fall2018
5927,SW 72nd & Kable,7878,S,FS,0,3,3,0,Fall2018
7466,Tualatin Park & Ride,7879,N,AT,309,109,418,32,Fall2018
7473,Tualatin Park & Ride,7880,S,AT,52,241,293,14,Fall2018
4090,SE 72nd & Lexington,7881,N,OP,40,8,48,17,Fall2018
4091,SE 72nd & Lexington,7882,S,NS,7,32,39,33,Fall2018
5921,SW 72nd & Cardinal,7885,N,NS,3,2,5,0,Fall2018
5928,SW 72nd & Sandburg,7887,N,NS,1,0,1,0,Fall2018
4093,SE 72nd & Tenino,7891,N,NS,22,7,29,3,Fall2018
4094,SE 72nd & Tenino,7892,S,FS,7,23,30,11,Fall2018
5929,SW 72nd & Upper Boones Ferry,7893,N,NS,39,11,50,0,Fall2018
5936,SW 72nd & Varns,7894,N,FS,12,5,17,1,Fall2018
160,14100 Block SW 72nd,7895,N,AT,1,0,1,0,Fall2018
161,14100 Block SW 72nd,7896,S,OP,0,0,0,0,Fall2018
4095,SE 76th & Washington,7897,N,NS,7,35,42,1,Fall2018
4096,SE 76th & Washington,7898,S,NS,27,9,36,4,Fall2018
4097,SE 76th & Yamhill,7899,S,NS,51,8,59,4,Fall2018
5937,SW 78th & Beaverton-Hillsdale Hwy,7900,S,NS,0,0,0,0,Fall2018
5939,SW 78th & Westmoor,7901,S,NS,0,0,0,0,Fall2018
5941,SW 80th & Birch,7904,S,OP,0,1,1,0,Fall2018
5942,SW 80th & Birch,7905,N,FS,0,0,0,0,Fall2018
5943,SW 80th & Cedarcrest,7906,S,FS,1,1,2,13,Fall2018
5944,SW 80th & Cedarcrest,7907,N,NS,1,1,2,0,Fall2018
5945,SW 80th & Elmwood,7910,S,NS,0,0,0,0,Fall2018
5946,SW 80th & Elmwood,7911,N,NS,1,0,1,0,Fall2018
5947,SW 80th & Landau,7912,S,OP,0,0,0,0,Fall2018
5948,SW 80th & Landau,7913,N,NS,1,0,1,0,Fall2018
5949,SW 80th & Locust,7914,S,NS,0,0,0,0,Fall2018
5950,SW 80th & Taylors Ferry,7915,N,NS,2,1,3,0,Fall2018
2139,NE 81st & Clackamas,7916,N,OP,11,6,17,12,Fall2018
4149,SE 82nd & King,7918,N,FS,183,34,217,43,Fall2018
4111,SE 82nd & Boyer Drive,7920,N,NS,228,93,321,149,Fall2018
4112,SE 82nd & Boyer Drive,7921,S,OP,45,151,196,89,Fall2018
322,2200 Block SE 82nd,7923,S,OP,22,120,142,6,Fall2018
2142,NE 82nd & Alberta,7927,N,NS,16,35,51,2,Fall2018
4193,SE 82nd & Washington,7928,N,NS,46,83,129,34,Fall2018
4106,SE 82nd & Alder,7929,S,NS,40,28,68,24,Fall2018
4107,SE 82nd & Ash,7930,N,NS,13,14,27,5,Fall2018
4108,SE 82nd & Ash,7931,S,FS,16,17,33,6,Fall2018
2160,NE 82nd & Pacific,7932,S,FS,25,19,44,2,Fall2018
2143,NE 82nd & Beech,7933,N,NS,13,63,76,23,Fall2018
2144,NE 82nd & Beech,7934,S,NS,39,17,56,12,Fall2018
4109,SE 82nd & Boise,7935,N,FS,157,47,204,61,Fall2018
4135,SE 82nd & E Burnside,7936,N,NS,144,248,392,88,Fall2018
2147,NE 82nd & E Burnside,7937,S,NS,267,144,411,89,Fall2018
4113,SE 82nd & Causey,7941,N,NS,183,42,225,49,Fall2018
4114,SE 82nd & Causey,7942,S,NS,33,156,189,47,Fall2018
4139,SE 82nd & Francis,7943,N,NS,125,38,163,27,Fall2018
4116,SE 82nd & Clatsop,7945,S,OP,12,19,31,2,Fall2018
4117,SE 82nd & Clatsop,7946,N,NS,20,14,34,3,Fall2018
4118,SE 82nd & Clinton,7947,N,NS,29,37,66,6,Fall2018
4119,SE 82nd & Clinton,7948,S,NS,25,18,43,4,Fall2018
4120,SE 82nd & Cooper,7950,S,NS,10,42,52,9,Fall2018
4121,SE 82nd & Cornwell,7951,N,NS,18,8,26,10,Fall2018
4122,SE 82nd & Cornwell,7952,S,FS,16,44,60,39,Fall2018
4123,SE 82nd & Crystal Springs,7953,N,NS,74,29,103,32,Fall2018
4124,SE 82nd & Crystal Springs,7954,S,FS,27,72,99,30,Fall2018
2145,NE 82nd & Davis,7955,N,NS,19,20,39,2,Fall2018
2146,NE 82nd & Davis,7956,S,OP,22,21,43,2,Fall2018
4125,SE 82nd & Division,7957,N,FS,380,374,754,115,Fall2018
4126,SE 82nd & Division,7958,S,NS,401,315,716,106,Fall2018
4127,SE 82nd & Duke,7960,N,NS,146,52,198,80,Fall2018
4134,SE 82nd & Duke,7961,S,FS,59,143,202,77,Fall2018
4136,SE 82nd & Flavel,7962,N,FS,93,60,153,24,Fall2018
4137,SE 82nd & Flavel,7963,S,NS,23,68,91,12,Fall2018
4138,SE 82nd & Foster,7964,N,FS,304,150,454,63,Fall2018
4147,SE 82nd & Insley,7965,S,OP,97,254,351,42,Fall2018
2148,NE 82nd & Fremont,7966,S,NS,127,35,162,25,Fall2018
2149,NE 82nd & Fremont,7967,N,NS,56,122,178,31,Fall2018
4140,SE 82nd & Glenwood,7970,N,NS,32,12,44,10,Fall2018
2150,NE 82nd & Glisan,7972,N,FS,103,115,218,60,Fall2018
2151,NE 82nd & Glisan,7973,S,NS,119,100,219,62,Fall2018
4141,SE 82nd & Harmony,7975,S,FS,19,8,27,4,Fall2018
2152,NE 82nd & Hassalo,7978,S,OP,39,28,67,7,Fall2018
4143,SE 82nd & Hawthorne,7979,N,NS,28,21,49,3,Fall2018
4144,SE 82nd & Hawthorne,7980,S,NS,23,22,45,1,Fall2018
4161,SE 82nd & Ogden,7982,N,OP,87,28,115,16,Fall2018
4145,SE 82nd & Holgate,7984,N,FS,295,229,524,147,Fall2018
4146,SE 82nd & Holgate,7986,S,NS,236,265,501,126,Fall2018
2153,NE 82nd & Holladay,7987,N,NS,15,17,32,3,Fall2018
4148,SE 82nd & Johnson Creek,7988,S,FS,32,45,77,32,Fall2018
4150,SE 82nd & King,7990,S,FS,40,359,399,67,Fall2018
2154,NE 82nd & Klickitat,7991,N,NS,10,50,60,4,Fall2018
2155,NE 82nd & Klickitat,7992,S,NS,66,20,86,11,Fall2018
4151,SE 82nd & Lambert,7993,N,FS,35,26,61,25,Fall2018
4152,SE 82nd & Lambert,7994,S,NS,47,78,125,34,Fall2018
4153,SE 82nd & Lindy,7995,N,NS,157,80,237,108,Fall2018
4154,SE 82nd & Lindy,7996,S,FS,65,121,186,85,Fall2018
2140,NE 82nd & 82nd Ave MAX Stn/I-84,7999,N,AT,922,819,1741,143,Fall2018
2141,NE 82nd & 82nd Ave MAX Stn/I-84,8000,S,AT,648,633,1281,82,Fall2018
2156,NE 82nd & Madison HS,8001,N,OP,147,233,380,11,Fall2018
2157,NE 82nd & Madison HS,8002,S,AT,210,211,421,6,Fall2018
4155,SE 82nd & Main,8004,S,NS,14,17,31,0,Fall2018
4156,SE 82nd & McBride,8005,N,OP,2,17,19,3,Fall2018
4157,SE 82nd & McBride,8006,S,NS,18,4,22,2,Fall2018
4158,SE 82nd & Mill,8007,N,NS,47,36,83,2,Fall2018
4159,SE 82nd & Mill,8008,S,FS,39,61,100,1,Fall2018
4160,SE 82nd & Mitchell,8009,S,FS,14,33,47,10,Fall2018
2158,NE 82nd & Multnomah,8010,N,NS,27,33,60,9,Fall2018
4162,SE 82nd & Ogden,8013,S,NS,24,68,92,16,Fall2018
2159,NE 82nd & Oregon,8014,N,OP,6,6,12,1,Fall2018
4163,SE 82nd & Otty,8015,N,NS,90,62,152,40,Fall2018
4164,SE 82nd & Otty,8016,S,FS,44,89,133,40,Fall2018
4165,SE 82nd & Overland,8017,N,FS,73,50,123,33,Fall2018
4166,SE 82nd & Overland,8018,S,NS,29,45,74,19,Fall2018
4167,SE 82nd & Powell,8023,N,FS,402,327,729,138,Fall2018
4168,SE 82nd & Powell,8024,S,FS,342,401,743,120,Fall2018
2161,NE 82nd & Prescott,8025,S,FS,68,44,112,17,Fall2018
2162,NE 82nd & Prescott,8026,N,NS,47,66,113,14,Fall2018
4169,SE 82nd & Ramona,8027,N,OP,39,27,66,6,Fall2018
4170,SE 82nd & Ramona,8028,S,NS,67,58,125,21,Fall2018
4172,SE 82nd & Raymond Ct,8029,N,NS,80,28,108,27,Fall2018
4171,SE 82nd & Raymond,8030,S,NS,29,69,98,26,Fall2018
4173,SE 82nd & Rhone,8031,N,NS,23,20,43,2,Fall2018
2163,NE 82nd & Russell,8033,N,NS,43,33,76,6,Fall2018
2164,NE 82nd & Russell,8034,S,OP,51,14,65,6,Fall2018
2178,NE 82nd & Thompson,8035,S,FS,35,23,58,6,Fall2018
2165,NE 82nd & Sacramento,8036,N,NS,23,29,52,3,Fall2018
4174,SE 82nd & Salmon,8037,N,OP,14,15,29,1,Fall2018
2166,NE 82nd & Sandy,8038,S,NS,187,114,301,61,Fall2018
2173,NE 82nd & Sandy,8039,N,FS,114,189,303,68,Fall2018
4175,SE 82nd & Schiller,8040,N,NS,23,10,33,11,Fall2018
4176,SE 82nd & Schiller,8041,S,OP,5,13,18,4,Fall2018
2174,NE 82nd & Schuyler,8042,N,FS,16,11,27,2,Fall2018
2175,NE 82nd & Schuyler,8043,S,NS,17,11,28,7,Fall2018
2176,NE 82nd & Siskiyou,8045,S,NS,79,22,101,3,Fall2018
2177,NE 82nd & Siskiyou,8046,N,FS,26,49,75,6,Fall2018
4177,SE 82nd & Stark,8047,N,FS,73,103,176,46,Fall2018
4178,SE 82nd & Stark,8048,S,NS,141,131,272,52,Fall2018
4187,SE 82nd & Sunnyside,8049,N,FS,8,17,25,5,Fall2018
4188,SE 82nd & Sunnyside Dr,8050,S,NS,8,7,15,2,Fall2018
4189,SE 82nd & Tibbetts,8052,N,OP,55,26,81,9,Fall2018
4190,SE 82nd & Tibbetts,8053,S,NS,19,49,68,17,Fall2018
2179,NE 82nd & Tillamook,8055,N,NS,44,35,79,5,Fall2018
2180,NE 82nd & Tillamook,8056,S,NS,32,21,53,1,Fall2018
4191,SE 82nd & Tolman,8057,N,NS,32,13,45,2,Fall2018
4192,SE 82nd & Tolman,8058,S,NS,13,38,51,3,Fall2018
4194,SE 82nd & Woodstock,8059,N,NS,24,15,39,4,Fall2018
4195,SE 82nd & Woodstock,8060,S,NS,14,37,51,5,Fall2018
4196,SE 82nd & Woodward,8061,N,NS,67,49,116,13,Fall2018
4197,SE 82nd & Woodward,8062,S,FS,47,80,127,7,Fall2018
2182,NE 82nd & Wygant,8063,N,NS,5,20,25,2,Fall2018
2183,NE 82nd & Wygant,8064,S,NS,38,8,46,4,Fall2018
4198,SE 82nd & Yamhill,8065,N,NS,31,16,47,17,Fall2018
4199,SE 82nd & Yamhill,8066,S,FS,17,30,47,22,Fall2018
4200,SE 82nd Dr & Beaverlake Dr,8067,S,FS,6,10,16,5,Fall2018
4209,SE 82nd Dr & Scotts Tree Way,8070,N,OP,14,6,20,1,Fall2018
4201,SE 82nd Dr & Clackamas,8071,N,NS,5,1,6,0,Fall2018
4203,SE 82nd Dr & Greenhouse Square,8072,S,OP,41,49,90,36,Fall2018
4204,SE 82nd Dr & Greenhouse Square,8073,N,AT,37,42,79,26,Fall2018
4202,SE 82nd Dr & Enoch Ct,8074,N,NS,5,5,10,1,Fall2018
4205,SE 82nd Dr & Herbert Ct,8075,S,NS,4,6,10,0,Fall2018
4206,SE 82nd Dr & Jannsen,8076,N,OP,16,6,22,1,Fall2018
4207,SE 82nd Dr & Jannsen,8077,S,NS,7,15,22,2,Fall2018
4208,SE 82nd Dr & Manfield Ct,8078,S,FS,5,5,10,0,Fall2018
186,15900 Block SE 82nd Dr,8079,N,AT,55,14,69,5,Fall2018
4210,SE 82nd Dr & Scotts Tree Way,8080,S,NS,7,14,21,7,Fall2018
4211,SE 82nd Dr & Tolbert,8082,S,FS,3,12,15,0,Fall2018
4212,SE 82nd Dr & Tolbert,8083,N,FS,10,4,14,0,Fall2018
213,16700 Block SE 82nd Dr,8084,N,AT,10,6,16,0,Fall2018
214,16700 Block SE 82nd Dr,8085,S,OP,6,4,10,1,Fall2018
187,15900 Block SE 82nd Dr,8086,S,OP,19,51,70,6,Fall2018
731,9th & Jackson,8092,E,NS,1,1,2,0,Fall2018
732,9th & Jefferson,8093,E,NS,1,1,2,1,Fall2018
733,9th & Jefferson,8094,W,NS,0,1,1,0,Fall2018
734,9th & Main,8096,W,NS,2,8,10,3,Fall2018
735,9th & Monroe,8097,S,NS,1,2,3,0,Fall2018
742,9th & Monroe,8098,W,NS,1,0,1,0,Fall2018
743,9th & Washington,8100,W,NS,2,3,5,1,Fall2018
3217,NW 90th & W Stark,8105,N,FS,0,1,1,0,Fall2018
5951,SW 90th & Taylor,8106,S,NS,2,0,2,0,Fall2018
5952,SW 90th & Washington,8108,S,FS,0,0,0,0,Fall2018
2188,NE 92nd & Russell,8114,S,NS,2,3,5,17,Fall2018
2189,NE 92nd & Russell,8115,N,OP,3,2,5,17,Fall2018
2190,NE 92nd & Sacramento,8116,N,NS,1,4,5,1,Fall2018
2191,NE 92nd & Schuyler,8118,S,NS,5,1,6,0,Fall2018
2192,NE 92nd & Schuyler,8119,N,OP,2,1,3,0,Fall2018
2193,NE 92nd & Thompson,8124,S,FS,8,1,9,0,Fall2018
2194,NE 92nd & Tillamook,8125,N,OP,4,4,8,0,Fall2018
2195,NE 92nd & Tillamook,8126,S,NS,1,2,3,0,Fall2018
4220,SE 97th & Foster,8134,N,NS,7,73,80,6,Fall2018
2196,NE 99th & Glisan,8140,N,FS,7,35,42,19,Fall2018
2197,NE 99th & Glisan,8141,S,NS,30,9,39,20,Fall2018
1775,NE 102nd & Knott,8149,N,NS,2,7,9,0,Fall2018
4892,SE International Way & 40th,8152,E,FS,10,8,18,0,Fall2018
501,4400 Block SE International Way,8153,E,AT,4,4,8,1,Fall2018
517,4900 Block SE International Way (Blount),8154,E,OP,4,3,7,0,Fall2018
4896,SE International Way & Mallard,8155,E,OP,4,2,6,2,Fall2018
551,5600 Block SE International Way,8156,S,OP,2,2,4,0,Fall2018
4897,SE International Way & Mallard,8164,W,NS,2,3,5,0,Fall2018
518,4900 Block SE International Way (Blount),8165,W,AT,4,3,7,0,Fall2018
507,4500 Block SE International Way,8166,W,OP,3,5,8,0,Fall2018
4893,SE International Way & 40th,8167,W,OP,9,10,19,1,Fall2018
3976,SE 32nd & Johnson Creek,8168,N,NS,15,5,20,9,Fall2018
1089,Hillsboro Transit Center,8181,E,AT,411,183,594,128,Fall2018
1046,Gateway Transit Center,8190,S,AT,91,11,102,26,Fall2018
1045,Gateway TC (Drop off only stop),8194,N,AT,177,666,843,152,Fall2018
1167,Lake Oswego Transit Center,8207,S,AT,146,78,224,37,Fall2018
1168,Lake Oswego Transit Center,8208,S,AT,103,173,276,81,Fall2018
7461,Tigard Transit Center,8209,S,AT,228,331,559,54,Fall2018
7462,Tigard Transit Center,8210,S,AT,73,72,145,10,Fall2018
7463,Tigard Transit Center,8211,S,AT,242,239,481,95,Fall2018
7464,Tigard Transit Center,8212,S,AT,167,88,255,21,Fall2018
763,Barbur Transit Center,8213,E,AT,77,597,674,25,Fall2018
4900,SE Jackson & Main St,8223,W,NS,432,256,688,194,Fall2018
4898,SE Jackson & 21st,8225,E,NS,380,241,621,194,Fall2018
7261,SW Troy & 37th ,8227,W,FS,0,1,1,0,Fall2018
6618,SW Hamilton & 54th Pl,8229,E,FS,0,0,0,0,Fall2018
3136,NW 158th & Schendel,8230,S,NS,35,19,54,6,Fall2018
5698,SW 158th & W Baseline,8232,N,OP,0,1,1,0,Fall2018
3137,NW 158th & Schendel,8233,N,FS,15,20,35,2,Fall2018
5696,SW 158th & Jenkins,8234,N,NS,3,2,5,0,Fall2018
4110,SE 82nd & Boise,8237,S,NS,29,129,158,40,Fall2018
4015,SE 50th & Brooklyn,8241,S,FS,68,64,132,2,Fall2018
4032,SE 50th & Woodward,8242,N,FS,71,156,227,4,Fall2018
5642,SE Woodstock & 38th,8243,E,NS,1,11,12,0,Fall2018
6790,SW Martinazzi & Martinazzi Square,8249,N,OP,9,3,12,0,Fall2018
6794,SW Martinazzi & Tualatin-Sherwood,8250,N,FS,10,9,19,1,Fall2018
6791,SW Martinazzi & Martinazzi Square,8252,S,AT,4,10,14,1,Fall2018
128,13300 Block SW Pacific Hwy,8260,E,AT,13,3,16,4,Fall2018
7422,SW Watson & Broadway,8262,S,NS,94,6,100,14,Fall2018
6235,SW Canyon & Red Robin,8265,W,AT,0,13,13,0,Fall2018
6238,SW Canyon & Watson ,8270,E,NS,3,103,106,15,Fall2018
6225,SW Canyon & Broadway,8271,E,NS,18,2,20,6,Fall2018
6232,SW Canyon & Hall ,8272,W,NS,49,3,52,6,Fall2018
113,12900 Block SW Canyon,8273,W,AT,34,8,42,2,Fall2018
7012,SW Sagert & Tillamook,8276,W,OP,1,2,3,0,Fall2018
7013,SW Sagert & Tillamook,8278,E,FS,1,0,1,0,Fall2018
5893,SW 65th & Borland,8279,S,OP,6,0,6,0,Fall2018
7004,SW Sagert & 68th,8281,W,FS,33,0,33,0,Fall2018
7007,SW Sagert & 72nd,8282,W,NS,10,0,10,0,Fall2018
654,7800 Block SW Sagert,8283,W,OP,4,0,4,0,Fall2018
7010,SW Sagert & Martinazzi,8284,W,FS,3,51,54,12,Fall2018
6792,SW Martinazzi & Mohawk,8285,N,NS,99,26,125,19,Fall2018
3989,SE 32nd & Van Water,8301,S,FS,2,3,5,0,Fall2018
638,7500 Block NE 21st,8303,N,OP,0,11,11,0,Fall2018
639,7500 Block NE 21st,8304,S,AT,10,0,10,0,Fall2018
201,16400 Block SW Langer,8306,N,OP,14,1,15,2,Fall2018
7567,Washington & 16th,8309,N,OP,1,1,2,0,Fall2018
3692,S Holcomb & Front Ave,8310,E,OP,1,5,6,1,Fall2018
3695,S Holcomb & Hunter Ave,8311,E,NS,0,1,1,0,Fall2018
1193,Longview & Holcomb,8312,N,FS,2,5,7,0,Fall2018
695,900 Block Abernethy,8313,W,OP,0,0,0,0,Fall2018
5020,SE Main & 3rd,8315,N,NS,6,0,6,0,Fall2018
478,3900 Block SW Murray,8316,S,OP,3,13,16,2,Fall2018
724,9800 Block NE Pacific St,8321,W,OP,1,80,81,16,Fall2018
3964,SE 32nd & Floss,8326,N,NS,7,7,14,0,Fall2018
1622,N Rosa Parks Way & Knowles,8329,W,NS,1,9,10,0,Fall2018
1173,Library/SW 9th Ave MAX Station,8333,E,AT,1291,1961,3252,0,Fall2018
3648,Pioneer Square South MAX Station,8334,E,AT,1815,3614,5429,0,Fall2018
1199,Mall/SW 4th Ave MAX Station,8335,E,AT,1165,1452,2617,0,Fall2018
7646,Yamhill District MAX Station,8336,E,AT,1145,975,2120,0,Fall2018
3566,Oak/ SW 1st Ave MAX Station,8337,N,NS,606,455,1061,0,Fall2018
7424,Skidmore Fountain MAX Station,8338,N,AT,541,530,1071,0,Fall2018
3583,Old Town/Chinatown MAX Station,8339,N,AT,1014,616,1630,0,Fall2018
3675,Rose Quarter TC MAX Station,8340,E,AT,2533,1437,3970,0,Fall2018
865,Convention Center MAX Station,8341,E,AT,1019,955,1974,0,Fall2018
2137,NE 7th Ave MAX Station,8342,E,FS,995,1017,2012,0,Fall2018
1190,Lloyd Center/NE 11th Ave MAX Station,8343,E,AT,1937,1970,3907,0,Fall2018
