,location,location_id,direction,position,ons,offs,total,lifts,period
5762,SW 198th & Carlin,7064,S,FS,21,15,36,0,Fall2018
5763,SW 198th & Carlin,7065,N,OP,15,18,33,2,Fall2018
5764,SW 198th & Celebrity,7066,S,NS,4,4,8,2,Fall2018
5765,SW 198th & Celebrity,7067,N,FS,3,3,6,0,Fall2018
5766,SW 198th & Deline,7068,S,FS,6,7,13,0,Fall2018
5767,SW 198th & Deline,7069,N,OP,5,4,9,0,Fall2018
5768,SW 198th & Farmington,7070,S,NS,24,18,42,0,Fall2018
5769,SW 198th & Farmington,7071,N,FS,21,24,45,0,Fall2018
5770,SW 198th & Imperial,7072,S,NS,3,3,6,3,Fall2018
5777,SW 198th & Johnson,7073,S,FS,3,4,7,0,Fall2018
5778,SW 198th & Johnson,7074,N,NS,5,3,8,0,Fall2018
5779,SW 198th & Kinnaman,7075,S,NS,7,8,15,0,Fall2018
5780,SW 198th & Kinnaman,7076,N,NS,8,9,17,0,Fall2018
5783,SW 198th & Prospect,7077,N,FS,3,2,5,0,Fall2018
5784,SW 198th & Prospect,7078,S,OP,2,2,4,0,Fall2018
5785,SW 198th & Rock Dr,7079,S,NS,7,11,18,0,Fall2018
5787,SW 198th & Rosa,7082,N,FS,13,10,23,10,Fall2018
5788,SW 198th & Rosa,7083,S,FS,11,10,21,10,Fall2018
5789,SW 198th & Sandra,7084,N,NS,4,4,8,0,Fall2018
5790,SW 198th & Southview,7086,S,FS,4,11,15,1,Fall2018
5791,SW 198th & Southview,7087,N,NS,10,4,14,0,Fall2018
5792,SW 198th & Trelane,7089,S,OP,4,2,6,0,Fall2018
5793,SW 198th & Trelane,7090,N,FS,3,2,5,0,Fall2018
5781,SW 198th & Oak,7092,N,FS,4,3,7,0,Fall2018
5794,SW 198th & York,7093,S,NS,3,7,10,0,Fall2018
5795,SW 198th & York,7094,N,FS,5,3,8,0,Fall2018
5820,SW 2nd & Alder,7095,N,NS,336,33,369,21,Fall2018
5821,SW 2nd & Taylor,7098,N,NS,146,62,208,8,Fall2018
3683,S 2nd & Tumwater,7101,W,FS,5,3,8,0,Fall2018
1948,NE 21st & Argyle,7105,N,NS,0,20,20,0,Fall2018
1949,NE 21st & Clackamas,7106,S,NS,9,2,11,3,Fall2018
1950,NE 21st & Clackamas,7107,N,NS,6,8,14,1,Fall2018
3905,SE 21st & Clinton,7108,S,NS,13,8,21,0,Fall2018
3906,SE 21st & Division,7110,N,NS,9,19,28,2,Fall2018
3171,NW 21st & Glisan,7112,S,NS,113,12,125,23,Fall2018
3172,NW 21st & Irving,7113,N,NS,7,63,70,16,Fall2018
3173,NW 21st & Irving,7114,S,NS,80,5,85,4,Fall2018
3180,NW 21st & Lovejoy,7121,S,NS,111,6,117,36,Fall2018
3181,NW 21st & Lovejoy,7122,N,FS,6,103,109,39,Fall2018
3182,NW 21st & Northrup,7127,S,NS,76,4,80,8,Fall2018
3183,NW 21st & Northrup,7128,N,NS,5,53,58,33,Fall2018
3184,NW 21st & Pettygrove,7130,N,FS,3,61,64,5,Fall2018
3908,SE 21st & Washington,7136,S,NS,141,149,290,49,Fall2018
1953,NE 21st & Weidler,7138,N,NS,10,23,33,9,Fall2018
1954,NE 21st & Weidler,7139,S,NS,17,13,30,19,Fall2018
3925,SE 22nd & Bluebird,7141,S,NS,1,1,2,0,Fall2018
3926,SE 22nd & Wren,7144,S,FS,0,1,1,0,Fall2018
3909,SE 223rd & Ankeny,7145,N,OP,2,1,3,0,Fall2018
3910,SE 223rd & Ankeny,7146,S,FS,2,3,5,1,Fall2018
3912,SE 223rd & Oak,7149,S,NS,6,35,41,9,Fall2018
3913,SE 223rd & Salmon,7150,N,NS,2,2,4,1,Fall2018
3914,SE 223rd & Salmon,7151,S,OP,2,2,4,2,Fall2018
3915,SE 223rd & Stark,7152,N,FS,83,9,92,14,Fall2018
3923,SE 223rd & Yamhill,7153,N,OP,2,4,6,0,Fall2018
3924,SE 223rd & Yamhill,7154,S,NS,5,4,9,0,Fall2018
3927,SE 23rd & Bybee,7156,S,NS,0,1,1,0,Fall2018
3187,NW 23rd & Flanders,7157,N,NS,18,57,75,14,Fall2018
3189,NW 23rd & Irving,7161,N,NS,10,74,84,5,Fall2018
3190,NW 23rd & Irving,7162,S,NS,137,14,151,13,Fall2018
3191,NW 23rd & Lovejoy,7163,N,NS,14,177,191,102,Fall2018
3525,NW Thurman & 22nd,7168,E,NS,34,1,35,3,Fall2018
3197,NW 23rd & Thurman,7169,N,FS,4,73,77,8,Fall2018
3928,SE 23rd & Tolman (Union Manor),7172,N,NS,27,17,44,137,Fall2018
3199,NW 23rd & Westover,7174,S,NS,34,25,59,5,Fall2018
1967,NE 24th & Broadway,7188,N,FS,16,52,68,31,Fall2018
1968,NE 24th & Fremont,7190,N,FS,5,25,30,1,Fall2018
1969,NE 24th & Fremont,7191,S,NS,26,6,32,1,Fall2018
1970,NE 24th & Hancock,7193,S,NS,15,3,18,0,Fall2018
1971,NE 24th & Klickitat,7194,N,NS,1,15,16,0,Fall2018
1972,NE 24th & Klickitat,7196,S,NS,16,2,18,0,Fall2018
1973,NE 24th & Knott,7197,N,NS,2,30,32,1,Fall2018
1974,NE 24th & Knott,7198,S,NS,29,2,31,0,Fall2018
1975,NE 24th & Siskiyou,7201,N,NS,2,29,31,1,Fall2018
1976,NE 24th & Siskiyou,7202,S,NS,29,2,31,0,Fall2018
1977,NE 24th & Thompson,7205,S,NS,17,2,19,0,Fall2018
1978,NE 24th & Thompson,7206,N,NS,2,12,14,1,Fall2018
1979,NE 24th & Tillamook,7208,N,NS,2,9,11,0,Fall2018
3932,SE 25th & Morrison,7216,N,NS,45,6,51,2,Fall2018
4364,SE Clinton & 26th,7223,W,FS,15,19,34,0,Fall2018
3933,SE 26th & Gladstone,7224,S,NS,2,10,12,0,Fall2018
3934,SE 26th & Kelly,7226,S,OP,32,11,43,0,Fall2018
3935,SE 26th & Powell,7227,N,FS,58,163,221,1,Fall2018
3936,SE 26th & Powell,7228,S,NS,94,55,149,3,Fall2018
3937,SE 26th & Rhone,7230,S,OP,14,10,24,0,Fall2018
3938,SE 26th & Rhone,7231,N,NS,15,13,28,0,Fall2018
3939,SE 26th & Tibbetts,7232,N,NS,9,2,11,0,Fall2018
3940,SE 26th & Woodward,7233,S,NS,31,6,37,0,Fall2018
3941,SE 26th & Woodward,7234,N,NS,7,1,8,0,Fall2018
1985,NE 27th & Ainsworth,7235,N,NS,0,34,34,29,Fall2018
1986,NE 27th & Ainsworth,7236,S,NS,39,1,40,28,Fall2018
1987,NE 27th & Alberta,7237,S,FS,74,18,92,19,Fall2018
1988,NE 27th & Alberta,7238,N,NS,7,81,88,21,Fall2018
1989,NE 27th & Dekum,7240,N,NS,0,24,24,2,Fall2018
1990,NE 27th & Highland,7245,S,NS,15,0,15,1,Fall2018
1992,NE 27th & Holman,7246,N,NS,0,27,27,2,Fall2018
1993,NE 27th & Holman,7247,S,NS,36,0,36,2,Fall2018
1994,NE 27th & Jarrett,7248,N,NS,1,17,18,9,Fall2018
1995,NE 27th & Jarrett,7249,S,NS,13,0,13,1,Fall2018
1996,NE 27th & Killingsworth,7250,N,NS,1,29,30,1,Fall2018
1997,NE 27th & Killingsworth,7251,S,NS,29,2,31,0,Fall2018
1998,NE 27th & Prescott,7256,N,NS,1,24,25,0,Fall2018
1999,NE 27th & Prescott,7257,S,NS,27,2,29,0,Fall2018
2000,NE 27th & Sumner,7260,N,NS,1,24,25,3,Fall2018
2001,NE 27th & Sumner,7261,S,NS,41,1,42,0,Fall2018
2002,NE 27th & Wygant,7266,S,FS,13,0,13,0,Fall2018
2003,NE 27th & Wygant,7267,N,NS,0,13,13,0,Fall2018
3950,SE 28th & Bybee,7270,N,NS,2,0,2,0,Fall2018
3952,SE 28th & Gladstone,7277,N,NS,23,4,27,1,Fall2018
3953,SE 28th & Holgate,7281,S,FS,13,24,37,1,Fall2018
3954,SE 28th & Holgate,7282,N,NS,26,14,40,0,Fall2018
3955,SE 28th & Martins,7286,N,NS,0,1,1,0,Fall2018
3956,SE 28th & Raymond,7288,S,NS,8,22,30,0,Fall2018
3957,SE 28th & Raymond,7289,N,OP,33,7,40,1,Fall2018
395,28th & Rex,7290,S,NS,0,4,4,0,Fall2018
3958,SE 28th & Steele,7293,S,NS,12,20,32,0,Fall2018
3959,SE 28th & Tolman,7294,N,NS,0,2,2,0,Fall2018
3960,SE 28th & Tolman,7295,S,NS,2,0,2,0,Fall2018
3942,SE 282nd & Chase,7297,N,NS,0,1,1,1,Fall2018
3943,SE 282nd & Chase,7298,S,NS,2,0,2,0,Fall2018
3944,SE 282nd & Orient,7303,S,NS,1,0,1,0,Fall2018
2004,NE 29th & Alameda,7306,N,NS,1,17,18,0,Fall2018
2005,NE 29th & Alameda,7307,S,NS,13,1,14,0,Fall2018
2006,NE 29th & Bryce,7309,N,NS,0,22,22,0,Fall2018
2007,NE 29th & Bryce,7310,S,NS,20,0,20,0,Fall2018
3204,NW 29th & Industrial,7311,N,NS,1,23,24,1,Fall2018
3205,NW 29th & Industrial,7313,S,NS,32,1,33,1,Fall2018
3206,NW 29th & Nela,7314,N,NS,1,12,13,5,Fall2018
3207,NW 29th & Nela,7315,S,OP,21,1,22,2,Fall2018
3208,NW 29th & Nicolai,7316,S,NS,12,0,12,0,Fall2018
2014,NE 29th & Skidmore,7317,N,NS,1,30,31,6,Fall2018
3203,NW 29th & 31st,7320,N,OP,1,19,20,0,Fall2018
2015,NE 30th & Alberta,7326,S,NS,19,23,42,17,Fall2018
2016,NE 30th & Emerson,7327,N,NS,6,8,14,2,Fall2018
2017,NE 30th & Emerson,7328,S,NS,9,11,20,1,Fall2018
2018,NE 30th & Killingsworth,7329,N,NS,23,17,40,2,Fall2018
3963,SE 32nd & Floss,7334,S,OP,7,6,13,0,Fall2018
3961,SE 32nd & Bybee,7335,N,NS,1,4,5,0,Fall2018
3962,SE 32nd & Bybee,7336,S,NS,5,1,6,0,Fall2018
3968,SE 32nd & Hillside,7339,N,OP,19,9,28,25,Fall2018
3966,SE 32nd & Harvey,7340,S,OP,3,5,8,1,Fall2018
3967,SE 32nd & Harvey,7341,N,NS,5,5,10,1,Fall2018
3975,SE 32nd & Hillside,7342,S,NS,12,17,29,21,Fall2018
3977,SE 32nd & Knapp,7344,N,NS,1,4,5,0,Fall2018
3978,SE 32nd & Knapp,7345,S,NS,3,0,3,0,Fall2018
3979,SE 32nd & Malcolm,7346,N,OP,5,5,10,0,Fall2018
3980,SE 32nd & Malcolm,7347,S,FS,5,3,8,0,Fall2018
3981,SE 32nd & Meek,7349,S,NS,4,10,14,6,Fall2018
3983,SE 32nd & Olsen,7350,N,NS,9,6,15,0,Fall2018
3984,SE 32nd & Olsen,7351,S,FS,6,7,13,0,Fall2018
3985,SE 32nd & Rex,7352,S,NS,16,4,20,0,Fall2018
3986,SE 32nd & Tolman,7357,N,NS,0,3,3,0,Fall2018
3987,SE 32nd & Tolman,7358,S,NS,4,1,5,0,Fall2018
3988,SE 32nd & Van Water,7359,N,OP,1,2,3,0,Fall2018
3990,SE 32nd & Woodstock,7360,N,NS,4,12,16,1,Fall2018
2019,NE 33rd & Ainsworth,7361,S,FS,9,0,9,1,Fall2018
2020,NE 33rd & Ainsworth,7362,N,NS,0,8,8,1,Fall2018
2022,NE 33rd & Alberta,7363,S,NS,28,1,29,2,Fall2018
2023,NE 33rd & Alberta Ct,7364,N,NS,0,12,12,0,Fall2018
2024,NE 33rd & Brazee,7365,N,OP,2,4,6,0,Fall2018
2025,NE 33rd & Brazee,7366,S,NS,9,3,12,0,Fall2018
2026,NE 33rd & Bryce,7368,S,NS,4,1,5,0,Fall2018
2027,NE 33rd & Dekum,7369,N,NS,15,13,28,1,Fall2018
2028,NE 33rd & Dekum,7370,S,NS,20,18,38,3,Fall2018
2029,NE 33rd & Emerson,7371,N,NS,5,31,36,6,Fall2018
2030,NE 33rd & Emerson,7372,S,NS,31,5,36,1,Fall2018
2021,NE 33rd & Alameda,7373,N,NS,3,18,21,1,Fall2018
2031,NE 33rd & Fremont,7374,S,NS,13,4,17,0,Fall2018
2032,NE 33rd & Going,7375,N,NS,1,8,9,4,Fall2018
2033,NE 33rd & Hancock,7377,S,NS,5,6,11,1,Fall2018
2034,NE 33rd & Holman,7378,N,NS,1,15,16,3,Fall2018
2035,NE 33rd & Holman,7379,S,FS,16,2,18,0,Fall2018
2036,NE 33rd & Jarrett,7380,N,OP,2,12,14,12,Fall2018
2037,NE 33rd & Jarrett,7381,S,NS,12,2,14,8,Fall2018
2038,NE 33rd & Killingsworth,7382,S,NS,35,35,70,5,Fall2018
2039,NE 33rd & Killingsworth,7383,N,NS,24,39,63,5,Fall2018
2040,NE 33rd & Knott,7385,N,FS,2,6,8,0,Fall2018
2041,NE 33rd & Knott,7386,S,FS,7,2,9,0,Fall2018
2044,NE 33rd & Rosa Parks Way,7388,S,NS,12,0,12,2,Fall2018
2045,NE 33rd & Rosa Parks Way,7389,N,NS,0,8,8,1,Fall2018
2042,NE 33rd & Prescott,7390,N,NS,0,9,9,0,Fall2018
2043,NE 33rd & Prescott,7391,S,NS,18,1,19,0,Fall2018
2046,NE 33rd & Schuyler,7392,N,NS,16,11,27,5,Fall2018
2047,NE 33rd & Shaver,7393,N,NS,1,7,8,1,Fall2018
2048,NE 33rd & Shaver,7394,S,NS,7,1,8,0,Fall2018
2049,NE 33rd & Siskiyou,7395,N,NS,1,6,7,1,Fall2018
2050,NE 33rd & Siskiyou,7396,S,NS,9,1,10,1,Fall2018
2051,NE 33rd & Skidmore,7397,S,NS,8,0,8,0,Fall2018
2052,NE 33rd & Skidmore,7398,N,NS,1,10,11,1,Fall2018
2053,NE 33rd & Stanton,7399,N,FS,1,8,9,0,Fall2018
2054,NE 33rd & Stanton,7400,S,NS,6,1,7,0,Fall2018
2055,NE 33rd & US Grant Pl,7402,N,FS,4,4,8,0,Fall2018
2056,NE 33rd & US Grant Pl,7403,S,NS,2,2,4,0,Fall2018
2057,NE 33rd & Webster,7404,N,NS,1,10,11,0,Fall2018
3991,SE 34th & Sellwood,7407,N,NS,1,0,1,0,Fall2018
3992,SE 34th & Sellwood,7408,S,NS,0,1,1,0,Fall2018
3993,SE 34th & Washington,7409,N,NS,0,0,0,0,Fall2018
3994,SE 34th & Wister,7410,N,NS,1,0,1,0,Fall2018
3995,SE 34th & Wister,7411,S,NS,0,1,1,0,Fall2018
5822,SW 35th & Caldew,7412,S,NS,0,2,2,0,Fall2018
5823,SW 35th & Caldew,7413,N,OP,2,0,2,0,Fall2018
5830,SW 35th & California,7414,S,NS,0,2,2,0,Fall2018
5831,SW 35th & California,7415,N,OP,1,0,1,0,Fall2018
5832,SW 35th & Canby,7417,N,NS,1,0,1,0,Fall2018
5833,SW 35th & Huber,7419,S,NS,1,5,6,0,Fall2018
5834,SW 35th & Indian Hills Apts,7420,N,AT,7,1,8,0,Fall2018
5835,SW 35th & Indian Hills Apts,7421,S,OP,1,3,4,0,Fall2018
5836,SW 35th & Logan,7422,S,NS,0,2,2,0,Fall2018
5837,SW 35th & Logan,7423,N,OP,3,0,3,0,Fall2018
5838,SW 35th & Nevada,7425,S,NS,0,6,6,0,Fall2018
5839,SW 35th & Nevada,7426,N,NS,5,0,5,0,Fall2018
5840,SW 35th & Ridge Dr,7427,N,NS,3,2,5,0,Fall2018
5841,SW 35th & Ridge Dr,7428,S,OP,2,2,4,0,Fall2018
5842,SW 35th & Texas,7429,S,FS,0,1,1,0,Fall2018
5843,SW 35th & Texas,7430,N,OP,2,0,2,0,Fall2018
4308,SE Cesar Chavez Blvd & Alder,7434,S,NS,6,10,16,6,Fall2018
4309,SE Cesar Chavez Blvd & Ash,7435,N,NS,3,5,8,1,Fall2018
4310,SE Cesar Chavez Blvd & Ash,7436,S,OP,8,7,15,3,Fall2018
4311,SE Cesar Chavez Blvd & Belmont,7437,N,NS,109,152,261,44,Fall2018
4312,SE Cesar Chavez Blvd & Belmont,7438,S,NS,126,96,222,28,Fall2018
4313,SE Cesar Chavez Blvd & Brooklyn,7439,N,NS,12,2,14,0,Fall2018
4319,SE Cesar Chavez Blvd & E Burnside,7440,N,NS,52,134,186,29,Fall2018
2294,NE Cesar Chavez Blvd & E Burnside,7441,S,NS,142,45,187,24,Fall2018
4314,SE Cesar Chavez Blvd & Clinton,7442,N,NS,15,13,28,6,Fall2018
4315,SE Cesar Chavez Blvd & Clinton,7443,S,NS,7,14,21,1,Fall2018
4316,SE Cesar Chavez Blvd & Cora,7444,S,NS,3,10,13,1,Fall2018
4317,SE Cesar Chavez Blvd & Division,7445,N,FS,221,145,366,78,Fall2018
4318,SE Cesar Chavez Blvd & Division,7446,S,NS,169,222,391,105,Fall2018
4320,SE Cesar Chavez Blvd & Francis,7447,S,NS,11,28,39,4,Fall2018
4321,SE Cesar Chavez Blvd & Franklin,7448,S,NS,5,13,18,1,Fall2018
4322,SE Cesar Chavez Blvd & Gladstone,7449,N,FS,107,25,132,8,Fall2018
4323,SE Cesar Chavez Blvd & Gladstone,7450,S,NS,21,74,95,12,Fall2018
2295,NE Cesar Chavez Blvd & Glisan,7451,N,NS,30,77,107,35,Fall2018
2296,NE Cesar Chavez Blvd & Glisan,7452,S,AT,73,23,96,25,Fall2018
4324,SE Cesar Chavez Blvd & Harold,7456,N,NS,6,1,7,1,Fall2018
4325,SE Cesar Chavez Blvd & Harold,7457,S,NS,1,7,8,0,Fall2018
4326,SE Cesar Chavez Blvd & Hawthorne,7459,N,NS,191,214,405,100,Fall2018
4327,SE Cesar Chavez Blvd & Hawthorne,7460,S,NS,234,202,436,133,Fall2018
2298,NE Cesar Chavez Blvd & Hazelfern,7461,N,NS,1,5,6,0,Fall2018
4328,SE Cesar Chavez Blvd & Holgate,7463,S,NS,39,89,128,100,Fall2018
4329,SE Cesar Chavez Blvd & Kelly,7464,N,NS,11,3,14,0,Fall2018
4330,SE Cesar Chavez Blvd & Knight,7465,N,NS,40,4,44,1,Fall2018
4331,SE Cesar Chavez Blvd & Knight,7466,S,NS,2,43,45,3,Fall2018
4332,SE Cesar Chavez Blvd & Lafayette,7467,N,OP,27,33,60,12,Fall2018
4333,SE Cesar Chavez Blvd & Lincoln,7468,N,NS,26,11,37,2,Fall2018
4307,SE Cesar Chavez Blvd  & Lincoln,7469,S,NS,12,20,32,0,Fall2018
4334,SE Cesar Chavez Blvd & Long,7470,S,OP,32,46,78,62,Fall2018
4335,SE Cesar Chavez Blvd & Long,7471,N,OP,19,11,30,13,Fall2018
4336,SE Cesar Chavez Blvd & Main,7472,N,NS,42,18,60,14,Fall2018
4337,SE Cesar Chavez Blvd & Main,7473,S,NS,15,58,73,10,Fall2018
4338,SE Cesar Chavez Blvd & Mall,7474,N,NS,137,48,185,88,Fall2018
2299,NE Cesar Chavez Blvd & Multnomah,7475,N,NS,3,6,9,1,Fall2018
4339,SE Cesar Chavez Blvd & Powell,7476,S,NS,136,221,357,75,Fall2018
4346,SE Cesar Chavez Blvd & Powell,7477,N,FS,204,106,310,49,Fall2018
4347,SE Cesar Chavez Blvd & Raymond,7478,N,FS,9,3,12,1,Fall2018
4348,SE Cesar Chavez Blvd & Raymond,7479,S,FS,4,10,14,1,Fall2018
2300,NE Cesar Chavez Blvd & Royal,7482,N,NS,5,5,10,0,Fall2018
2301,NE Cesar Chavez Blvd & Royal Ct,7483,S,NS,6,3,9,0,Fall2018
2302,NE Cesar Chavez Blvd & Sandy,7484,N,NS,38,10,48,16,Fall2018
4349,SE Cesar Chavez Blvd & Stark,7485,N,NS,36,29,65,11,Fall2018
4350,SE Cesar Chavez Blvd & Stark,7486,S,NS,26,31,57,12,Fall2018
4351,SE Cesar Chavez Blvd & Steele,7487,N,NS,32,29,61,0,Fall2018
4352,SE Cesar Chavez Blvd & Steele,7488,S,NS,35,33,68,3,Fall2018
4353,SE Cesar Chavez Blvd & Stephens,7489,N,OP,7,4,11,1,Fall2018
4354,SE Cesar Chavez Blvd & Stephens,7490,S,NS,8,7,15,2,Fall2018
4355,SE Cesar Chavez Blvd & Taylor,7491,N,FS,17,29,46,6,Fall2018
4356,SE Cesar Chavez Blvd & Taylor,7492,S,NS,29,24,53,2,Fall2018
4357,SE Cesar Chavez Blvd & Tibbetts,7493,S,NS,4,12,16,1,Fall2018
2303,NE Cesar Chavez Blvd & Wasco,7494,S,NS,17,4,21,3,Fall2018
2069,NE 41st & Alameda,7497,N,OP,2,18,20,0,Fall2018
2072,NE 41st & Wistaria,7498,S,NS,11,2,13,0,Fall2018
2070,NE 41st & Klickitat,7499,N,FS,1,42,43,0,Fall2018
2071,NE 41st & Klickitat,7500,S,NS,22,1,23,0,Fall2018
2081,NE 42nd & Fremont,7501,N,FS,29,57,86,5,Fall2018
2073,NE 42nd & Alberta Ct,7504,S,NS,67,26,93,2,Fall2018
2074,NE 42nd & Alberta St,7505,N,NS,23,72,95,4,Fall2018
2075,NE 42nd & Beech,7506,N,NS,6,23,29,0,Fall2018
2076,NE 42nd & Brazee,7507,N,NS,5,8,13,1,Fall2018
2077,NE 42nd & Brazee,7508,S,NS,6,3,9,3,Fall2018
2078,NE 42nd & Broadway,7509,N,NS,116,75,191,73,Fall2018
2079,NE 42nd & Broadway,7510,S,FS,83,85,168,49,Fall2018
2080,NE 42nd & Failing,7511,S,NS,14,3,17,0,Fall2018
2082,NE 42nd & Fremont,7512,S,NS,57,34,91,3,Fall2018
2083,NE 42nd & Holman,7516,N,NS,12,38,50,4,Fall2018
2084,NE 42nd & Holman,7517,S,FS,42,10,52,1,Fall2018
2085,NE 42nd & Killingsworth,7519,S,NS,138,97,235,20,Fall2018
2086,NE 42nd & Killingsworth,7520,N,FS,102,159,261,26,Fall2018
2087,NE 42nd & Knott,7521,N,NS,4,10,14,0,Fall2018
2088,NE 42nd & Knott,7522,S,NS,10,2,12,0,Fall2018
3997,SE 42nd & Llewellyn,7523,N,OP,53,64,117,34,Fall2018
3998,SE 42nd & Llewellyn,7524,S,NS,58,57,115,44,Fall2018
2089,NE 42nd & Prescott,7525,S,FS,52,15,67,1,Fall2018
2090,NE 42nd & Prescott,7526,N,NS,13,46,59,2,Fall2018
2091,NE 42nd & Sandy,7527,S,NS,79,127,206,27,Fall2018
2092,NE 42nd & Sandy,7528,N,FS,127,92,219,47,Fall2018
2093,NE 42nd & Shaver,7529,N,NS,4,19,23,1,Fall2018
2094,NE 42nd & Shaver,7530,S,NS,14,4,18,1,Fall2018
2095,NE 42nd & Simpson St,7531,N,NS,3,9,12,0,Fall2018
2096,NE 42nd & Simpson St,7532,S,OP,15,5,20,0,Fall2018
2097,NE 42nd & Skidmore,7533,N,NS,5,28,33,7,Fall2018
2098,NE 42nd & Skidmore,7534,S,NS,19,4,23,3,Fall2018
2099,NE 42nd & Sumner,7535,N,NS,5,33,38,1,Fall2018
2100,NE 42nd & Sumner,7536,S,NS,37,6,43,0,Fall2018
2101,NE 42nd & Tillamook,7537,N,FS,42,17,59,4,Fall2018
2102,NE 42nd & Tillamook,7538,S,NS,18,34,52,4,Fall2018
5848,SW 45th & Caldew,7540,S,FS,0,0,0,0,Fall2018
4001,SE 45th & Evergreen,7542,N,OP,8,3,11,2,Fall2018
4002,SE 45th & Evergreen,7543,S,NS,3,12,15,3,Fall2018
5849,SW 45th & Flower Pl,7544,S,FS,1,2,3,0,Fall2018
4003,SE 45th & Harney,7546,N,OP,37,5,42,19,Fall2018
4004,SE 45th & Harney St,7548,S,NS,6,30,36,11,Fall2018
5850,SW 45th & Illinois,7549,S,NS,8,2,10,0,Fall2018
4005,SE 45th & Knapp,7551,S,NS,4,26,30,0,Fall2018
4006,SE 45th & Knapp,7552,N,FS,29,7,36,0,Fall2018
4008,SE 45th & Malden Dr,7554,N,NS,35,3,38,0,Fall2018
5852,SW 45th & Pendleton,7555,S,NS,9,4,13,0,Fall2018
4009,SE 45th & Rex,7556,S,NS,2,27,29,0,Fall2018
4010,SE 45th & Rural,7557,N,FS,20,3,23,3,Fall2018
4011,SE 45th & Rural,7558,S,NS,3,24,27,2,Fall2018
5853,SW 45th & Vermont,7559,S,NS,0,1,1,0,Fall2018
3999,SE 45th & 46th/Nehalem,7560,N,FS,20,2,22,5,Fall2018
4000,SE 45th & 46th/Nehalem,7561,S,OP,1,10,11,7,Fall2018
4012,SE 46th & Henry,7563,N,FS,17,3,20,2,Fall2018
4013,SE 46th & Henry,7564,S,NS,3,13,16,1,Fall2018
4014,SE 46th & Woodstock,7565,N,NS,60,59,119,51,Fall2018
2103,NE 47th & Halsey,7571,N,FS,6,15,21,1,Fall2018
5855,SW 49th & Coronado,7577,S,NS,0,18,18,0,Fall2018
5856,SW 49th & Coronado,7578,N,NS,26,0,26,1,Fall2018
5857,SW 49th & Hidalgo,7579,N,FS,31,2,33,2,Fall2018
5867,SW 5th & Alder,7586,S,NS,635,264,899,86,Fall2018
5868,SW 5th & Broadway,7588,S,NS,149,55,204,21,Fall2018
5869,SW 5th & Caruthers,7591,S,FS,38,30,68,5,Fall2018
5871,SW 5th & Columbia,7594,S,NS,384,213,597,67,Fall2018
7478,Union Station/NW 5th & Glisan MAX Stn,7601,S,NS,762,1095,1857,0,Fall2018
5873,SW 5th & Harrison,7602,S,NS,730,389,1119,73,Fall2018
563,5th & High,7604,W,NS,4,3,7,9,Fall2018
2121,NE 5th & Hood,7605,W,NS,6,1,7,1,Fall2018
3608,PSU South/SW 5th & Jackson MAX Stn,7606,S,NS,438,1322,1760,0,Fall2018
852,City Hall/SW 5th & Jefferson MAX Station,7608,S,NS,786,1342,2128,0,Fall2018
564,5th & Jefferson,7609,E,NS,11,10,21,13,Fall2018
565,5th & Jefferson,7610,W,NS,7,10,17,16,Fall2018
5875,SW 5th & Madison,7612,S,NS,625,315,940,125,Fall2018
5876,SW 5th & Main,7614,S,NS,586,201,787,70,Fall2018
5883,SW 5th & Market,7616,S,NS,349,288,637,64,Fall2018
3610,PSU Urban Center/SW 5th & Mill MAX Station,7618,S,FS,659,2365,3024,0,Fall2018
566,5th & Monroe,7620,E,NS,17,21,38,2,Fall2018
567,5th & Monroe,7621,W,NS,15,13,28,20,Fall2018
5884,SW 5th & Morrison,7625,S,NS,1094,474,1568,244,Fall2018
5885,SW 5th & Oak MAX Station,7627,S,NS,1024,1361,2385,1,Fall2018
5886,SW 5th & Pine,7631,S,OP,1263,1162,2425,449,Fall2018
5887,SW 5th & Salmon,7634,S,NS,540,273,813,81,Fall2018
5874,SW 5th & Harvey Milk (Stark),7636,S,NS,508,176,684,148,Fall2018
5888,SW 5th & Taylor,7640,S,NS,908,342,1250,160,Fall2018
5889,SW 5th & Washington,7642,S,NS,318,181,499,74,Fall2018
568,5th & Washington (Oregon City),7643,E,NS,13,29,42,27,Fall2018
7566,Washington & 16th,7644,S,NS,0,1,1,0,Fall2018
3646,Pioneer Place/SW 5th Ave MAX Station,7646,S,NS,2730,2365,5095,1,Fall2018
4016,SE 50th & Clay,7651,S,NS,13,47,60,3,Fall2018
4017,SE 50th & Clinton,7653,S,NS,34,22,56,8,Fall2018
4018,SE 50th & Division,7654,N,NS,85,39,124,20,Fall2018
4019,SE 50th & Division,7655,S,NS,46,81,127,12,Fall2018
4020,SE 50th & Haig,7656,N,NS,72,44,116,21,Fall2018
4021,SE 50th & Hawthorne,7658,N,NS,46,21,67,2,Fall2018
4029,SE 50th & Lincoln,7659,N,NS,42,6,48,5,Fall2018
4030,SE 50th & Lincoln,7660,S,NS,10,40,50,2,Fall2018
4031,SE 50th & Tibbetts,7665,N,NS,17,6,23,1,Fall2018
4028,SE 50th & Kelly,7666,S,FS,2,16,18,1,Fall2018
5861,SW 51st & Custer,7667,N,NS,3,3,6,0,Fall2018
5862,SW 51st & Moss,7668,N,NS,0,1,1,0,Fall2018
