location,location_id,direction,position,ons,offs,total,lifts
SW 72nd & Varns,7894,N,FS,12,5,17,1
SW 78th & Beaverton-Hillsdale Hwy,7900,S,NS,0,0,0,0
SW 78th & Brentwood,9762,N,NS,0,0,0,0
SW 78th & Westmoor,7901,S,NS,0,0,0,0
SW 78th & Westmoor,9761,N,FS,0,0,0,0
SW 80th & Birch,7904,S,OP,0,1,1,0
SW 80th & Birch,7905,N,FS,0,0,0,0
SW 80th & Cedarcrest,7906,S,FS,1,1,2,13
SW 80th & Cedarcrest,7907,N,NS,1,1,2,0
SW 80th & Elmwood,7910,S,NS,0,0,0,0
SW 80th & Elmwood,7911,N,NS,1,0,1,0
SW 80th & Landau,7912,S,OP,0,0,0,0
SW 80th & Landau,7913,N,NS,1,0,1,0
SW 80th & Locust,7914,S,NS,0,0,0,0
SW 80th & Taylors Ferry,7915,N,NS,2,1,3,0
SW 90th & Taylor,8106,S,NS,2,0,2,0
SW 90th & Washington,8108,S,FS,0,0,0,0
SW 95th & Commerce Circle,8389,N,NS,6,0,6,0
SW Alder & 17th,14006,E,NS,61,151,212,23
SW Allen & 107th,10499,W,NS,1,4,5,0
SW Allen & 141st,113,E,OP,18,3,21,1
SW Allen & 141st,114,W,NS,3,18,21,2
SW Allen & Dale,99,E,NS,9,2,11,0
SW Allen & Erickson,100,E,NS,37,9,46,1
SW Allen & Erickson,101,W,FS,8,31,39,3
SW Allen & Hall,102,E,NS,9,45,54,6
SW Allen & Hall,103,W,NS,37,23,60,6
SW Allen & King,9688,E,NS,1,4,5,0
SW Allen & King,9704,W,NS,5,1,6,0
SW Allen & Lombard,9687,E,FS,2,5,7,3
SW Allen & Menlo,104,E,NS,23,5,28,0
SW Allen & Menlo,105,W,NS,6,23,29,1
SW Allen & Murray,106,E,FS,26,5,31,6
SW Allen & Taralynn,108,W,FS,5,13,18,2
SW Allen & Wilson,111,E,NS,18,4,22,0
SW Allen & Wilson,112,W,OP,5,16,21,0
SW Apple Way & Laurelwood,9760,E,NS,2,1,3,1
SW Arctic Dr & Western Ave,9685,E,FS,0,7,7,0
SW Arctic Dr & Western Ave,9696,W,NS,3,0,3,0
SW Arctic Drive & Allen,9701,S,NS,1,7,8,0
SW Arctic Drive & Harvest Court,9686,S,OP,0,20,20,0
SW Arctic Drive & Harvest Court,9695,N,FS,8,2,10,0
SW Arctic Drive & Sunshine Court,9694,N,NS,10,2,12,0
SW Arthur & 1st,142,E,NS,30,49,79,19
SW Arthur & 1st,143,W,NS,81,64,145,18
SW Bany & Tallac Way,9669,W,OP,6,16,22,0
SW Bany & Tallac Way,9679,E,FS,14,6,20,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,114,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
SW Barbur & 13th,200,W,FS,17,27,44,21
SW Barbur & 13th,11271,N,OP,31,27,58,2
SW Barbur & 19th,202,E,NS,101,33,134,8
SW Barbur & 22nd,11031,E,FS,17,8,25,1
SW Barbur & 26th Ave,159,E,OP,46,7,53,3
SW Barbur & 26th Way,10849,E,AT,15,3,18,3
SW Barbur & 2nd,203,N,NS,54,4,58,1
SW Barbur & 30th,208,E,FS,85,20,105,35
SW Barbur & 3rd,207,W,NS,12,61,73,1
SW Barbur & 53rd,209,W,NS,7,15,22,1
SW Barbur & 53rd,210,E,FS,19,10,29,0
SW Barbur & Alice ,162,E,FS,25,8,33,9
SW Barbur & Alice ,163,W,NS,6,22,28,6
SW Barbur & Barbur Ct ,165,W,OP,6,33,39,8
SW Barbur & Bertha ,199,W,FS,117,192,309,26
SW Barbur & Bertha ,10848,E,NS,105,43,148,15
SW Barbur & Capitol Hill ,170,S,FS,38,130,168,16
SW Barbur & Capitol Hwy ,168,E,NS,64,35,99,5
SW Barbur & Capitol Hwy ,188,S,FS,4,9,13,0
SW Barbur & Evans ,201,S,NS,3,20,23,3
SW Barbur & Hamilton ,172,N,FS,144,97,241,17
SW Barbur & Hamilton ,173,W,NS,100,166,266,13
SW Barbur & Hooker ,174,N,NS,26,16,42,1
SW Barbur & Hooker ,175,S,NS,26,34,60,1
SW Barbur & Huber ,10845,W,NS,28,46,74,4
SW Barbur & Lane ,176,S,NS,8,25,33,1
SW Barbur & Lane ,177,N,OP,30,15,45,0
SW Barbur & Luradel ,178,S,OP,20,48,68,1
SW Barbur & Luradel ,179,N,FS,44,21,65,0
SW Barbur & Moss ,180,N,NS,22,6,28,0
SW Barbur & Parkhill ,182,N,FS,6,3,9,0
SW Barbur & Parkhill Dr ,181,S,FS,3,5,8,0
SW Barbur & Pennoyer ,185,S,OP,5,11,16,0
SW Barbur & Pennoyer ,186,N,FS,12,7,19,1
SW Barbur & Primrose ,187,W,NS,23,64,87,33
SW Barbur & Slavin/Capitol Hwy,189,N,OP,5,4,9,0
SW Barbur & Spring Garden ,10844,W,OP,7,34,41,2
SW Barbur & Taylors Ferry ,164,W,NS,5,15,20,1
SW Barbur & Terwilliger ,191,W,FS,30,68,98,3
SW Barbur & Terwilliger ,193,E,FS,66,20,86,4
SW Barbur & Whitaker ,195,N,FS,20,24,44,0
SW Barbur & Whitaker ,196,S,OP,28,20,48,0
SW Barbur & Woods ,197,N,NS,9,7,16,0
SW Barbur & Woods ,198,S,OP,5,7,12,0
SW Barnes & 117th,9532,E,NS,8,4,12,0
SW Barnes & 117th,11012,W,OP,1,7,8,0
SW Barnes & 70th,251,E,OP,3,1,4,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,115,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Barnes & 70th,252,W,FS,1,8,9,0
SW Barnes & 84th,253,W,FS,2,4,6,0
SW Barnes & 84th,12960,E,NS,9,3,12,0
SW Barnes & 88th,255,E,NS,13,3,16,0
SW Barnes & Barnes,8798,W,FS,3,18,21,0
SW Barnes & Cedar Hills Blvd,9627,E,FS,35,45,80,10
SW Barnes & Cedar Hills Blvd,9628,W,NS,37,38,75,5
SW Barnes & Cedar Hills Blvd,9808,W,FS,1,1,2,0
SW Barnes & Leahy,236,E,NS,93,24,117,0
SW Barnes & Leahy,237,W,NS,18,83,101,1
SW Barnes & Miller,238,E,FS,34,25,59,1
SW Barnes & Miller,239,W,FS,20,55,75,1
SW Barnes & Monterey,241,E,NS,6,2,8,1
SW Barnes & Monterey/St Vincent Hosp Dr,240,W,NS,2,6,8,0
SW Barnes & NW 118th,9531,W,NS,8,29,37,0
SW Barnes & Valeria View,13259,S,FS,0,0,0,0
SW Barnes & W Stark,247,E,FS,24,9,33,1
SW Baseline & 331st,290,W,OP,1,2,3,0
SW Baseline & 331st,291,E,FS,3,1,4,0
SW Baseline & 345th,300,E,NS,11,4,15,3
SW Baseline & Adams,259,W,NS,84,11,95,17
SW Baseline & Dennis,9850,W,NS,16,16,32,3
SW Baseline & Main,10129,W,FS,15,25,40,13
SW Baseline & NW 334th,292,W,FS,1,4,5,0
SW Baseline & NW 334th,293,E,OP,4,1,5,0
SW Baseline St & 17th,264,W,OP,27,44,71,12
SW Beaverton- Hillsdale & 107th,359,W,NS,35,34,69,11
SW Beaverton-Hillsdale & 101st,357,E,FS,8,6,14,0
SW Beaverton-Hillsdale & 101st,358,W,NS,3,4,7,0
SW Beaverton-Hillsdale & 107th,360,E,NS,28,47,75,15
SW Beaverton-Hillsdale & 110th,361,W,NS,23,12,35,6
SW Beaverton-Hillsdale & 110th,362,E,OP,12,21,33,6
SW Beaverton-Hillsdale & 18th Dr,363,W,NS,50,61,111,13
SW Beaverton-Hillsdale & 25th,364,E,FS,17,6,23,0
SW Beaverton-Hillsdale & 25th,365,W,NS,8,30,38,0
SW Beaverton-Hillsdale & 30th,367,E,NS,78,16,94,1
SW Beaverton-Hillsdale & 33rd,368,E,NS,33,11,44,9
SW Beaverton-Hillsdale & 35th,369,E,FS,34,9,43,0
SW Beaverton-Hillsdale & 35th,370,W,OP,17,32,49,3
SW Beaverton-Hillsdale & 39th Dr,371,E,OP,35,7,42,10
SW Beaverton-Hillsdale & 39th Dr,372,W,NS,5,34,39,1
SW Beaverton-Hillsdale & 42nd,373,E,FS,35,9,44,4
SW Beaverton-Hillsdale & 42nd,374,W,NS,9,36,45,13
SW Beaverton-Hillsdale & 45th,375,E,FS,68,22,90,9
SW Beaverton-Hillsdale & 45th,376,W,NS,23,79,102,5
SW Beaverton-Hillsdale & 50th,377,E,NS,22,4,26,0
SW Beaverton-Hillsdale & 50th,378,W,OP,4,35,39,1
 ,,,,,,,
TriMet Passenger Census -Fall 2018,116,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
SW Beaverton-Hillsdale & 56th,379,E,OP,46,14,60,7
SW Beaverton-Hillsdale & 56th,380,W,FS,30,94,124,34
SW Beaverton-Hillsdale & 59th,328,E,OP,54,12,66,57
SW Beaverton-Hillsdale & 59th,381,W,NS,14,38,52,75
SW Beaverton-Hillsdale & 62nd,382,E,FS,47,30,77,40
SW Beaverton-Hillsdale & 65th,384,W,OP,22,39,61,6
SW Beaverton-Hillsdale & 78th,385,W,NS,45,34,79,9
SW Beaverton-Hillsdale & 78th,386,E,NS,23,28,51,2
SW Beaverton-Hillsdale & 91st,387,W,FS,28,28,56,23
SW Beaverton-Hillsdale & 91st,388,E,OP,24,17,41,18
SW Beaverton-Hillsdale & 99th,389,W,NS,10,11,21,4
SW Beaverton-Hillsdale & 99th,390,E,OP,9,8,17,4
SW Beaverton-Hillsdale & Apple Way ,335,E,NS,7,6,13,0
SW Beaverton-Hillsdale & Bertha ,336,E,NS,11,3,14,3
SW Beaverton-Hillsdale & Dosch ,340,W,NS,24,97,121,1
SW Beaverton-Hillsdale & Griffith ,341,W,FS,20,55,75,30
SW Beaverton-Hillsdale & Griffith ,342,E,NS,52,19,71,28
SW Beaverton-Hillsdale & Jamieson ,343,W,OP,34,29,63,8
SW Beaverton-Hillsdale & Jamieson ,344,E,FS,27,33,60,5
SW Beaverton-Hillsdale & Laurelwood ,346,W,NS,11,25,36,2
SW Beaverton-Hillsdale & Laurelwood ,347,E,NS,23,11,34,2
SW Beaverton-Hillsdale & Oleson ,348,E,NS,136,48,184,20
SW Beaverton-Hillsdale & Oleson ,350,W,NS,33,67,100,9
SW Beaverton-Hillsdale & Poplar Ln ,349,W,NS,4,3,7,0
SW Beaverton-Hillsdale & Shattuck ,351,E,NS,65,20,85,18
SW Beaverton-Hillsdale & Shattuck ,352,W,FS,1,21,22,7
SW Beaverton-Hillsdale & Western ,354,E,NS,18,35,53,13
SW Beaverton-Hillsdale & Western ,355,W,OP,36,26,62,13
SW Beaverton-Hillsdale & White Pine Ln ,345,E,FS,20,9,29,0
SW Beaverton-Hillsdale & White Pine Ln ,356,W,NS,10,12,22,1
SW Bertha & Barbur ,11211,E,NS,11,8,19,1
SW Bertha & Chestnut ,9033,N,NS,11,3,14,0
SW Bertha & Vermont ,12730,N,NS,5,4,9,1
SW Beveland & 69th ,13736,W,FS,55,7,62,23
SW Binford Lake & Heiney ,469,W,NS,1,6,7,4
SW Binford Lake & Towle ,470,E,NS,6,1,7,0
SW Binford Lake & Towle ,471,W,FS,0,4,4,0
SW Blum & Palmblad ,13582,W,FS,2,9,11,0
SW Boones Ferry & Orchard Hill ,13735,N,FS,5,0,5,0
SW Boones Ferry & Trillium ,13891,S,NS,0,2,2,0
SW Boones Ferry Rd & 13th Ct ,9406,W,NS,0,1,1,0
SW Boones Ferry Rd & 13th Ct ,9407,E,FS,1,0,1,0
SW Boones Ferry Rd & 19th ,580,E,FS,1,0,1,0
SW Boones Ferry Rd & 22nd ,581,S,OP,0,5,5,0
SW Boones Ferry Rd & 4th ,583,W,OP,0,1,1,0
SW Boones Ferry Rd & 4th ,584,E,FS,0,0,0,0
SW Boones Ferry Rd & Alsea ,500,S,NS,1,7,8,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,117,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
SW Boones Ferry Rd & Apache ,501,S,NS,0,5,5,0
SW Boones Ferry Rd & Apache ,502,N,OP,2,0,2,0
SW Boones Ferry Rd & Arapaho ,503,N,NS,4,0,4,0
SW Boones Ferry Rd & Arnold ,506,S,FS,0,3,3,0
SW Boones Ferry Rd & Arnold ,507,N,OP,2,0,2,0
SW Boones Ferry Rd & Avery ,9352,S,FS,0,5,5,0
SW Boones Ferry Rd & Avery ,9353,N,FS,7,0,7,0
SW Boones Ferry Rd & Blake ,510,N,NS,8,0,8,0
SW Boones Ferry Rd & Clara Ln ,515,W,FS,0,3,3,0
SW Boones Ferry Rd & Colony Dr ,516,S,OP,0,1,1,0
SW Boones Ferry Rd & Colony Dr ,517,N,FS,1,0,1,0
SW Boones Ferry Rd & Coronado ,520,S,FS,0,2,2,0
SW Boones Ferry Rd & Day ,521,N,OP,2,0,2,1
SW Boones Ferry Rd & Day ,522,S,FS,0,4,4,2
SW Boones Ferry Rd & Greenhill Ln,533,S,OP,0,0,0,0
SW Boones Ferry Rd & Greenhill Ln,534,N,NS,0,0,0,0
SW Boones Ferry Rd & Ibach ,530,S,FS,1,13,14,0
SW Boones Ferry Rd & Ibach ,531,N,NS,8,0,8,0
SW Boones Ferry Rd & Iowa Dr ,9511,N,FS,5,0,5,0
SW Boones Ferry Rd & Iowa Dr ,9512,S,FS,0,6,6,0
SW Boones Ferry Rd & Killarney ,535,S,NS,0,3,3,0
SW Boones Ferry Rd & Martinazzi ,13078,W,FS,9,53,62,7
SW Boones Ferry Rd & Martinazzi ,13085,E,NS,41,8,49,2
SW Boones Ferry Rd & Norwood ,542,S,OP,0,3,3,0
SW Boones Ferry Rd & Norwood ,543,N,NS,4,0,4,2
SW Boones Ferry Rd & Nyberg ,13079,S,NS,48,53,101,5
SW Boones Ferry Rd & Palatine ,545,N,FS,1,0,1,0
SW Boones Ferry Rd & Seneca ,13084,N,NS,53,14,67,2
SW Boones Ferry Rd & Siletz ,562,N,NS,3,0,3,0
SW Boones Ferry Rd & Siletz ,563,S,NS,0,3,3,0
SW Boones Ferry Rd & Stephenson,565,N,FS,2,0,2,0
SW Boones Ferry Rd & Stephenson,566,W,FS,0,3,3,0
SW Brentwood & 78th,595,E,NS,2,0,2,0
SW Brentwood & Laurelwood ,9763,W,NS,0,0,0,0
SW Broadway & 5th ,654,W,NS,11,117,128,11
SW Broadway & Hall ,607,S,FS,4,8,12,0
SW Broadway & Lincoln ,614,S,NS,0,1,1,0
SW Broadway & Market ,616,S,FS,2,26,28,0
SW Broadway & W Burnside ,13170,N,NS,57,122,179,36
SW Brockman & 135th ,9166,W,NS,0,11,11,0
SW Brockman & 135th ,9177,E,FS,12,0,12,0
SW Brockman & Davies ,9167,W,NS,0,4,4,0
SW Brockman & Davies ,9176,E,FS,6,0,6,0
SW Brockman & Pony ,9168,W,FS,0,2,2,0
SW Brockman & Sorrento ,9165,W,FS,0,1,1,0
SW Brockman & Sorrento ,9178,E,OP,2,0,2,0
SW Brockman & Stallion ,8628,E,NS,4,0,4,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,118,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
SW Cameron & 53rd ,865,E,NS,7,9,16,0
SW Cameron & Fairvale Ct,862,E,NS,3,4,7,0
SW Cameron & Shattuck ,863,E,FS,3,4,7,0
SW Campus Dr & Loading Dock 5,871,W,AT,102,8,110,2
SW Campus Dr & OHSU Garage F,868,E,OP,25,9,34,6
SW Campus Dr & Terwilliger,870,E,NS,24,3,27,1
SW Canyon & 103rd,12405,E,NS,17,17,34,5
SW Canyon & 104th,904,W,NS,12,9,21,3
SW Canyon & 107th,906,E,NS,32,22,54,5
SW Canyon & 107th,907,W,NS,21,28,49,4
SW Canyon & 110th,908,E,NS,9,8,17,3
SW Canyon & 110th,909,W,FS,7,8,15,1
SW Canyon & 115th,910,W,NS,5,24,29,13
SW Canyon & 115th Ave,13042,E,FS,28,11,39,20
SW Canyon & 73rd,912,E,NS,4,0,4,0
SW Canyon & 87th,913,E,FS,64,25,89,3
SW Canyon & 87th,914,W,FS,24,22,46,2
SW Canyon & 91st,915,E,NS,8,7,15,3
SW Canyon & 91st,12406,W,OP,4,6,10,0
SW Canyon & 93rd,917,W,OP,3,3,6,0
SW Canyon & 93rd,918,E,NS,1,2,3,0
SW Canyon & 96th,919,W,OP,1,2,3,0
SW Canyon & 96th,920,E,NS,4,2,6,0
SW Canyon & Benz Park,885,W,NS,1,3,4,0
SW Canyon & Broadway,8271,E,NS,18,2,20,6
SW Canyon & Camelot Ct,9338,N,NS,52,12,64,16
SW Canyon & Camelot Ct,10632,W,FS,14,51,65,31
SW Canyon & Canyon Crest,10633,W,OP,3,10,13,1
SW Canyon & Canyon Crest,10634,E,NS,10,5,15,19
SW Canyon & Canyon Dr,883,W,OP,2,29,31,1
SW Canyon & Copel ,890,W,NS,1,5,6,0
SW Canyon & Hall ,8272,W,NS,49,3,52,6
SW Canyon & Jade ,892,N,FS,4,1,5,0
SW Canyon & Linden ,893,E,OP,1,0,1,0
SW Canyon & Red Robin,8265,W,AT,0,13,13,0
SW Canyon & Walker ,898,W,FS,20,21,41,5
SW Canyon & Walker ,899,E,OP,13,24,37,10
SW Canyon & Watson ,8270,E,NS,3,103,106,15
SW Canyon & Watson ,8950,W,NS,18,4,22,4
SW Capitol & 26th ,965,E,FS,104,20,124,5
SW Capitol & 26th ,966,W,FS,27,107,134,18
SW Capitol & 33rd ,970,W,NS,16,94,110,7
SW Capitol & 33rd ,971,E,OP,92,13,105,7
SW Capitol & 35th ,972,E,NS,114,38,152,26
SW Capitol & 40th ,10932,S,NS,0,1,1,0
SW Capitol & Alice ,921,S,NS,2,9,11,0
SW Capitol & Alice ,922,N,NS,9,2,11,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,119,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Capitol & Barbur,923,N,NS,70,35,105,7
SW Capitol & Bertha Ct,925,E,FS,118,104,222,35
SW Capitol & Brugger,975,E,NS,8,1,9,0
SW Capitol & California,959,N,NS,13,9,22,0
SW Capitol & Carson,927,S,NS,3,8,11,2
SW Capitol & Carson,13347,N,FS,7,4,11,2
SW Capitol & Dickinson,931,S,FS,2,29,31,4
SW Capitol & Dickinson,932,N,NS,30,3,33,3
SW Capitol & Dolph,933,S,OP,1,12,13,2
SW Capitol & Dolph,934,N,FS,11,1,12,2
SW Capitol & Florida,935,S,FS,6,24,30,0
SW Capitol & Galeburn,936,S,OP,9,52,61,0
SW Capitol & Galeburn,937,N,NS,37,8,45,0
SW Capitol & Garden Home,939,N,OP,21,8,29,0
SW Capitol & Garden Home,10933,S,FS,12,25,37,0
SW Capitol & Huber,10952,S,NS,32,55,87,5
SW Capitol & Idaho,942,N,NS,33,2,35,3
SW Capitol & Idaho,943,W,FS,3,24,27,1
SW Capitol & Marigold,946,N,FS,14,1,15,1
SW Capitol & Marigold,947,S,FS,2,10,12,2
SW Capitol & Miles,948,N,NS,30,4,34,0
SW Capitol & Miles,949,S,FS,4,39,43,2
SW Capitol & Nebraska,963,E,FS,26,3,29,0
SW Capitol & Nebraska,964,W,OP,16,37,53,3
SW Capitol & Pomona,951,S,FS,3,41,44,3
SW Capitol & Pomona,952,N,NS,35,4,39,7
SW Capitol & Sunset,929,E,OP,324,424,748,31
SW Capitol & Sunset,955,W,NS,381,356,737,34
SW Capitol & Taylors Ferry,930,S,NS,9,49,58,22
SW Capitol & Taylors Ferry,10935,N,FS,40,11,51,20
SW Capitol & Terwilliger,956,E,NS,17,19,36,1
SW Capitol & Terwilliger,957,W,FS,22,21,43,1
SW Capitol & Texas,958,S,FS,1,13,14,0
SW Capitol & Vermont,6023,E,FS,26,6,32,2
SW Cedar Hills & Butner,993,S,FS,15,21,36,0
SW Cedar Hills & Butner,996,N,NS,26,13,39,0
SW Cedar Hills & Celeste,10749,S,NS,13,2,15,0
SW Cedar Hills & Celeste,10761,N,FS,3,10,13,0
SW Cedar Hills & Fairfield,1002,N,NS,38,74,112,35
SW Cedar Hills & Fairfield,1003,S,OP,95,37,132,52
SW Cedar Hills & Foothill Dr,12993,S,NS,1,6,7,0
SW Cedar Hills & Foothill Dr,13018,N,NS,3,1,4,0
SW Cedar Hills & Huntington,1010,E,OP,0,0,0,0
SW Cedar Hills & Huntington,1011,W,NS,0,1,1,0
SW Cedar Hills & Jenkins,1013,N,NS,15,37,52,9
SW Cedar Hills & Jenkins,1014,S,FS,17,23,40,9
SW Cedar Hills & Lynnridge,1017,E,FS,3,2,5,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,120,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Cedar Hills & Lynnridge,1018,W,FS,1,4,5,0
SW Cedar Hills & Park Way,1019,N,NS,12,13,25,3
SW Cedar Hills & Park Way,1020,S,FS,15,8,23,3
SW Cedar Hills & Walker,1021,N,NS,21,36,57,26
SW Cedar Hills & Walker,1022,S,FS,34,33,67,28
SW Center & 125th,1034,E,FS,10,17,27,5
SW Center & 125th,1035,W,FS,16,15,31,3
SW Center & Lombard,12932,E,NS,2,11,13,5
SW Chestnut & 12th,1053,S,NS,2,1,3,0
SW Chestnut & 12th Dr,12467,N,NS,6,2,8,0
SW Chestnut & 14th,1056,N,NS,6,2,8,0
SW Chestnut & Bertha,1051,W,NS,7,0,7,0
SW Columbia & 10th,9044,E,NS,186,70,256,29
SW Columbia & 12th,1111,E,NS,82,60,142,76
SW Columbia & 16th,12792,E,OP,113,41,154,7
SW Columbia & 18th,10168,E,NS,242,201,443,13
SW Columbia & 1st,12795,E,NS,234,7,241,8
SW Columbia & Park Ave,1108,E,NS,126,108,234,24
SW Columbia between 5th & 4th,12794,E,FS,431,13,444,42
SW Columbia between 6th & 5th,12793,E,FS,170,261,431,48
SW Commercial & Hall,1122,N,FS,3,9,12,0
SW Commercial & Hall,1123,S,NS,8,7,15,0
SW Conestoga & 125th,9162,W,NS,0,14,14,0
SW Conestoga & 125th,9181,E,FS,19,0,19,0
SW Conestoga & Boones Bend,9159,N,OP,0,10,10,0
SW Conestoga & Boones Bend,9184,S,NS,11,1,12,0
SW Conestoga & Downing,9161,W,NS,0,8,8,0
SW Conestoga & Downing,9182,E,OP,7,0,7,0
SW Conestoga & Trapper Terrace,9183,E,FS,4,0,4,0
SW Conestoga & Welch,9160,W,NS,0,4,4,0
SW Corbett & Abernethy,1125,S,NS,0,0,0,0
SW Corbett & Abernethy,1126,N,NS,0,0,0,0
SW Corbett & Bancroft,1127,S,NS,0,1,1,0
SW Corbett & Bancroft,1128,N,NS,1,1,2,0
SW Corbett & Boundary St,1129,N,NS,4,2,6,1
SW Corbett & Carolina,1130,N,NS,1,0,1,0
SW Corbett & Carolina,1131,S,NS,0,2,2,0
SW Corbett & Curry,1132,S,NS,1,1,2,0
SW Corbett & Curry,1133,N,NS,2,1,3,0
SW Corbett & Flower,1134,S,NS,0,1,1,0
SW Corbett & Flower,1135,N,NS,1,0,1,0
SW Corbett & Gaines,1136,N,NS,3,1,4,1
SW Corbett & Gaines,1137,S,NS,2,2,4,0
SW Corbett & Gibbs,1138,S,NS,8,2,10,0
SW Corbett & Gibbs,1139,N,NS,2,12,14,0
SW Corbett & Hamilton,1140,S,NS,2,1,3,0
SW Corbett & Hamilton,1141,N,NS,1,4,5,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,121,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Corbett & Mitchell,1146,N,FS,1,0,1,0
SW Corbett & Mitchell,1147,S,NS,2,3,5,0
SW Corbett & Nebraska,1148,S,OP,0,1,1,0
SW Corbett & Pendleton,1149,N,NS,4,1,5,0
SW Corbett & Pendleton,1150,S,NS,1,2,3,0
SW Corbett & Richardson,1151,S,FS,0,3,3,2
SW Corbett & Richardson,1152,N,NS,4,0,4,0
SW Corbett & Sweeney,1155,S,OP,1,1,2,0
SW Council Crest & Chehalem,1211,N,FS,1,0,1,0
SW Council Crest & Chehalem,1212,E,NS,2,2,4,0
SW Council Crest & Chehalem,1213,W,OP,3,0,3,0
SW Council Crest & Chehalem (south leg),1214,S,NS,0,1,1,0
SW Council Crest & Greenway,1215,E,FS,1,3,4,0
SW Council Crest & Tualatin,1217,S,OP,0,2,2,0
SW Council Crest & Tualatin,1218,W,NS,1,1,2,0
SW Council Crest & Tualatin (north leg),8821,N,NS,2,0,2,0
SW Denney & 100th Terr,14003,E,NS,6,10,16,1
SW Denney & 103rd,13936,W,NS,10,6,16,1
SW Denney & 111th,13925,E,OP,2,5,7,0
SW Denney & 111th,13937,W,NS,6,2,8,0
SW Denney & King,9781,W,FS,6,3,9,1
SW Denney & Queen,13924,E,FS,1,7,8,1
SW Dosch & Bridlemile,1515,E,NS,0,2,2,0
SW Dosch & Bridlemile,1516,W,OP,4,0,4,0
SW Dosch & Dosch Ct,1517,S,FS,0,9,9,0
SW Dosch & Dosch Ct,1518,N,OP,8,0,8,0
SW Dosch & Doschview,1511,S,OP,0,0,0,0
SW Dosch & Doschview,13571,N,NS,0,0,0,0
SW Dosch & Hamilton,1519,N,NS,0,1,1,0
SW Dosch & Martins,1520,S,OP,0,0,0,0
SW Dosch & Martins,1521,N,FS,0,0,0,0
SW Dosch & Newby,1522,S,OP,0,0,0,0
SW Dosch & Newby,1523,N,FS,1,0,1,0
SW Dosch & Patton,1524,N,NS,13,1,14,0
SW Dosch & Patton,10445,S,FS,0,0,0,0
SW Durham & 72nd,9565,E,NS,1,7,8,0
SW Durham & 76th,9073,E,OP,0,4,4,0
SW Durham & 76th,9079,W,NS,2,1,3,0
SW Durham & 79th,9224,E,OP,8,5,13,0
SW Durham & 79th,9225,W,NS,6,10,16,0
SW Durham & Upper Boones Ferry,9076,S,FS,5,34,39,0
SW Durham & Upper Boones Ferry,9078,N,FS,22,4,26,0
SW Eastman & 4th,1587,E,OP,1,0,1,0
SW Eastman & 4th,1588,S,FS,0,1,1,0
SW Eastman & Birdsdale,1569,N,OP,6,1,7,1
SW Eastman & Birdsdale,1570,S,FS,1,2,3,0
SW Eastman & Florence,1577,E,OP,1,0,1,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,122,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
SW Eastman & Florence ,1578,W,FS,0,1,1,0
SW Eastman & W Powell ,1580,N,NS,1,3,4,0
SW Eliander & One Embassy Centre,6125,S,AT,23,91,114,13
SW Eliander & One Embassy Centre,6175,N,OP,64,31,95,6
SW Fairview & Bennington ,1626,E,OP,0,2,2,0
SW Fairview & Bennington ,1627,S,FS,3,0,3,0
SW Fairview & Canterbury ,1628,N,NS,1,0,1,0
SW Fairview & Cascade ,1629,S,NS,2,0,2,0
SW Fairview & Champlain ,1632,E,OP,0,0,0,0
